Immatriculation,Sous activité,Genre
CS-933-FH,Tautl.  ZC,TRR
CM-821-QM,F.M.   ZC,TRR
614 ZQ 31,Service général,CTTE
BG-780-BT,Inconnue,PORT
EA-301-WM,Citerne déchets,TRR
EA-263-WN,Tautl.  ZC,TRR
EA-022-WN,Tautl.  ZC,TRR
EA-596-WN,Tautl.  ZC,TRR
EA-591-WM,Tautl.  ZC,TRR
EA-710-WL,F.M.   ZC,TRR
EA-875-WK,F.M.   ZC,TRR
AJ-472-LS,,CTTE
DB-903-VW,Benne TP,SREM
9475 SR 39,Ampliroll,SREM
CK-973-RF,Plateaux,SREM
DD-184-YQ,F.M.   ZC,TRR
DM-658-QA,Tracteur Grue,REM
DM-677-QA,Tracteur Grue,REM
DZ-245-FK,F.M.   ZC,TRR
DZ-415-HS,Porteur Grue Dédié,CAM
EB-633-CY,F.M.   ZC,SREM
EB-706-CY,Fond mouvant double poste,SREM
EE-959-AJ,Plateaux,SREM
BE-275-PC,Tautl.  ZL,SREM
DC-065-NJ,Plateau dédié,SREM
CA-900-AX,Plateau dédié,SREM
309 AGX 93,Porteur dédié,CAM
251 EVT 95,Inconnue,TRR
253 EVT 95,Inconnue,TRR
255 EVT 95,Inconnue,TRR
260 EVT 95,Inconnue,TRR
DJ-355-DL,Inconnue,TRR
AL-198-HG,Inconnue,TRR
AY-832-AW,Inconnue,TRR
BG-376-MV,,TRR
DJ-376-DL,Inconnue,TRR
BW-615-HM,Inconnue,TRR
FX8825,Affectation Fimalux,VP
EB-176-SX,Fond mouvant double poste,SREM
EB-410-SX,F.M.   ZC,SREM
EB-430-SY,F.M.   ZC,SREM
EB-644-SY,F.M.   ZC,SREM
AR-263-JR,F.M.   ZL,SREM
BQ-358-JS,Benne TP,TRR
CS-211-CT,Inconnue,TRR
4501 TR 88,,CTTE
1095 VK 88,,
CX-940-QA,F.M.   ZC,TRR
DS-976-JQ,Plateaux,SREM
DS-027-JR,Plateaux,SREM
DS-048-JR,Plateaux,SREM
DS-060-JR,Plateaux,SREM
DS-074-JR,Plateaux,SREM
DS-129-JR,Plateaux,SREM
DS-035-JR,Tautl.  ZC,SREM
DS-086-JR,Tautl.  ZC,SREM
DS-100-JR,Tautl.  ZC,SREM
DS-115-JR,Tautl.  ZC,SREM
CX-033-DF,Ampliroll,CAM
543 BPG 60,Encadrement,CTTE
FX1604,Plateau dédié,TRR
CP-731-NN,Citerne PN,SREM
DW-697-JX,Frigo double poste,TRR
DW-689-JX,Frigo double poste,TRR
351 ZP 25,Inconnue,CAM
BK-290-TA,,CTTE
EB-386-DF,F.M.   ZC,SREM
EF-688-AT,Benne TP,TRR
EF-572-AT,F.M.   ZC,TRR
EF-356-AT,Benne TP,TRR
EF-256-AT,F.M.   ZC,TRR
EF-049-AT,F.M.   ZC,TRR
EF-735-JV,Ampliroll,REM
EF-388-JW,Ampliroll,REM
EF-675-JV,Ampliroll,REM
EF-761-JV,Ampliroll,REM
PNT38062,Affectation SA,TRR
PNT38063,Affectation SA,TRR
PNT38064,F.M.   ZL,TRR
DQ-236-XY,F.M.   ZC,TRR
DQ-241-XY,F.M.   ZC,TRR
DQ-246-XY,Tautl.  ZC,TRR
DQ-247-XY,F.M.   ZL,TRR
DQ-249-XY,Citerne Pulvé,TRR
DQ-255-XY,Benne TP,TRR
CC-333-RF,Benne TP,SREM
EF-960-SA,,TRR
EF-942-SE,,TRR
EF-022-SA,,TRR
EF-543-SF,,TRR
EF-411-SD,,TRR
EF-875-QY,,TRR
DL-322-CB,Traction,TRR
DL-923-CD,F.M.   ZC,TRR
DL-896-CD,F.M.   ZC,TRR
DL-887-CD,TAUT dédiée,TRR
DL-251-BS,Tautl.  ZC,TRR
DL-820-CC,Tautl.  ZL,TRR
DL-313-BS,F.M.   ZL,TRR
DL-118-BS,TAUT dédiée,TRR
DL-114-BS,Tautl.  ZC,TRR
DL-909-CD,Tautl.  ZL,TRR
DL-902-CD,TAUT double poste,TRR
DL-917-CD,Tautl.  ZL,TRR
DL-038-BS,F.M.   ZC,TRR
DL-036-BS,TAUT dédiée,TRR
DL-032-BS,Tautl.  ZC,TRR
EE-470-QC,Ampliroll,CAM
FX1502,Plateau dédié,TRR
AW-069-AS,Benne ZL,SREM
ED-246-GP,Fond mouvant double poste,SREM
ED-113-GQ,Fond mouvant double poste,SREM
ED-432-GQ,F.M.   ZC,SREM
DS-495-ZA,F.M.   ZC,TRR
DS-488-ZA,F.M.   ZC,TRR
DV-618-PL,Plateau dédié,TRR
EF-267-AR,Tautl.  ZC,TRR
EF-322-AS,TAUT double poste,TRR
EF-761-AT,TAUT dédiée,TRR
LOC 36,Inconnue,CAM
EA-130-TK,F.M.   ZL,TRR
EA-330-TK,F.M.   ZL,TRR
EA-012-TK,F.M.   ZL,TRR
EA-196-TK,F.M.   ZL,TRR
EA-901-TJ,Citerne Pulvé,TRR
EA-484-TK,Benne TP,TRR
FX8825,,VP
EC-519-DE,Benne TP,SREM
EF-177-PJ,,SREM
EF-290-PJ,,SREM
EF-393-PJ,,SREM
CT-960-VX,F.M.   ZL,SREM
CT-556-VY,F.M.   ZL,SREM
CT-568-VZ,F.M.   ZL,SREM
FX1317,Plateaux,
DH-533-YW,,VP
EF-477-XW,,CTTE
EF-097-WH,,CTTE
EF-067-WH,,CTTE
FX1409,Plateau dédié,TRR
FX1405,Plateau dédié,TRR
CD-713-FQ,F.M.   ZC,TRR
DB-552-HV,F.M.   ZC,SREM
DK-290-XK,F.M.   ZC,SREM
DK-420-XK,F.M.   ZC,SREM
DL-364-MY,F.M.   ZC,SREM
EA-218-TH,F.M.   ZL,SREM
EA-483-TH,F.M.   ZL,SREM
EC-943-CP,Benne ferraille,SREM
EC-302-CQ,Benne ferraille,SREM
EC-921-CQ,Benne ferraille,SREM
EF-695-RX,F.M.   ZL,TRR
CL-591-EZ,,CAM
376 AWJ 31,Inconnue,CAM
BT-045-PB,Ampliroll,CAM
CF-027-VV,Ampliroll,CAM
BN-568-DF,Ampliroll,CAM
AZ-495-WG,Ampliroll,CAM
BK-516-QF,Ampliroll,CAM
BM-863-EN,Ampliroll,CAM
CA-530-HJ,Ampliroll,CAM
CA-744-PV,Ampliroll,CAM
CW-772-AV,Ampliroll,CAM
CW-764-EN,Ampliroll,CAM
DC-263-HX,Benne TP,CAM
DK-743-YG,Ampliroll,CAM
DL-828-AS,Ampliroll,CAM
BS-037-TY,F.M.   ZC,TRR
BE-466-GZ,Inconnue,TRR
BE-638-RY,Inconnue,TRR
CQ-286-RN,Inconnue,TRR
AH-269-AP,F.M.   ZC,TRR
AT-554-KR,F.M.   ZC,TRR
BH-169-MV,F.M.   ZC,TRR
CH-640-RH,Inconnue,TRR
CN-879-PZ,F.M.   ZC,TRR
CV-171-FL,F.M.   ZC,TRR
CZ-552-NW,F.M.   ZC,TRR
CZ-553-NW,F.M.   ZC,TRR
CZ-415-TV,F.M.   ZC,TRR
DE-137-EQ,F.M.   ZC,TRR
DE-006-LE,F.M.   ZC,TRR
DE-185-MF,F.M.   ZC,TRR
DG-484-WT,F.M.   ZC,TRR
DC-718-KG,F.M.   ZC,SREM
CF-175-VX,F.M.   ZC,SREM
CT-297-NK,Tracteur Grue,SREM
CT-901-EM,Porteur BG Dédié,CAM
DC-143-JM,Tracteur Grue,SREM
DC-574-TR,Tracteur Grue,TRR
DE-120-XQ,Porteur Grue Dédié,CAM
DE-076-XQ,Porteur Grue Dédié,CAM
CT-218-FS,Plateaux,SREM
EE-029-FR,,VP
CZ-229-TH,F.M.   ZC,SREM
CZ-320-TH,F.M.   ZL,SREM
CF-076-AQ,,CTTE
,F.M.   ZC,TRR
CX-404-LX,Ampliroll,CAM
8881 PV 10,Organisation dédiée,CAM
DX-686-XX,Plateau dédié,SREM
DX-611-XX,Plateau dédié,SREM
EB-086-DK,Organisation dédiée,TRR
EB-650-DG,Fond mouvant double poste,TRR
EB-955-DG,F.M.   ZC,TRR
EB-227-DG,Fond mouvant double poste,TRR
EB-596-DL,F.M.   ZC,TRR
EB-104-DM,F.M.   ZC,TRR
EB-830-DK,F.M.   ZC,TRR
EB-736-DF,F.M.   ZC,TRR
EB-237-DJ,F.M.   ZL,TRR
EB-848-DH,Traction,TRR
753 BPT 31,F.M.   ZC,SREM
CV-290-RW,F.M.   ZC,SREM
AE-342-HB,F.M.   ZC,SREM
BE-205-KG,F.M.   ZC,SREM
BE-913-QC,F.M.   ZC,SREM
BF-839-AD,F.M.   ZC,SREM
BF-464-HA,F.M.   ZC,SREM
BL-975-JH,F.M.   ZC,SREM
BP-398-CT,F.M.   ZC,SREM
BY-449-ZA,F.M.   ZC,SREM
BY-955-ZA,F.M.   ZC,SREM
CA-089-FW,F.M.   ZC,SREM
CA-802-MM,F.M.   ZC,SREM
CA-776-TM,F.M.   ZC,SREM
CH-955-RA,F.M.   ZC,SREM
CL-680-WR,F.M.   ZC,SREM
CN-313-PY,F.M.   ZC,SREM
CR-977-PQ,F.M.   ZC,SREM
DB-814-KY,F.M.   ZC,SREM
DB-541-PR,F.M.   ZC,SREM
DC-313-LK,F.M.   ZC,SREM
DC-614-LK,F.M.   ZC,SREM
DE-911-QH,F.M.   ZC,SREM
CG-082-RH,Ampliroll,REM
BV-930-FF,Ampliroll,REM
BW-498-BA,Ampliroll,REM
17 BZV 31,Ampliroll,REM
81 CFK 31,Ampliroll,REM
522 CGE 31,Ampliroll,REM
BZ-704-HX,Ampliroll,REM
CX-555-ED,Ampliroll,REM
CX-921-EC,Ampliroll,REM
BE-640-EC,Service général,CTTE
BZ-997-BE,Service général,CTTE
AD-506-EE,Porteur Grue Dédié,CAM
CH-782-AN,Tautl.  ZC,SREM
DA-257-ED,F.M.   ZC,SREM
DZ-433-PQ,Benne TP,TRR
DZ-941-PR,Benne TP,TRR
DZ-654-PM,Benne TP,TRR
DZ-070-PS,Benne TP,TRR
DZ-335-NX,F.M.   ZC,TRR
DZ-467-NX,F.M.   ZC,TRR
DZ-553-NX,F.M.   ZC,TRR
DZ-644-NX,Fond mouvant double poste,TRR
DZ-774-NX,Fond mouvant double poste,TRR
DZ-441-PN,Fond mouvant double poste,TRR
DZ-747-PN,F.M.   ZC,TRR
DZ-129-PP,Fond mouvant double poste,TRR
DZ-113-PQ,F.M.   ZC,TRR
DZ-956-PQ,F.M.   ZC,TRR
DZ-206-PR,F.M.   ZC,TRR
EB-378-LT,Inconnue,SREM
CC-145-GG,Tautl.  ZL,SREM
DM-731-FM,,CTTE
EF-751-SA,F.M.   ZC,TRR
CT-981-YN,Service général,CTTE
AQ-693-QY,Service général,CTTE
AS-392-TF,Administration,CTTE
BD-698-ED,Service général,CTTE
BG-673-CA,Service général,CTTE
BJ-109-BQ,Administration,CTTE
BY-105-TW,Atelier,CTTE
CA-083-NV,Atelier,REM
AC-843-GH,Inconnue,TRA
AS-474-RK,Inconnue,TRA
PNT38266,Affectation SA,TRR
PNT38267,Affectation SA,TRR
PNT38268,Affectation SA,TRR
AK-551-HA,F.M.   ZC,SREM
DX-051-WC,F.M.   ZC,TRR
DX-168-SB,F.M.   ZC,SREM
BR-083-PV,Porteur Grue Dédié,CAM
CB-573-TP,Porteur BG Dédié,CAM
CC-357-JW,Porteur BG Dédié,CAM
CC-362-VP,Porteur Grue Dédié,CAM
CC-889-PY,Porteur BG Dédié,CAM
CE-152-MD,Porteur Grue Dédié,CAM
CB-311-ZH,Porteur Grue Dédié,CAM
CF-506-FW,Porteur Grue Dédié,CAM
CF-842-NQ,Porteur Grue Dédié,CAM
CF-853-NQ,Porteur Grue,CAM
CH-724-WH,Porteur Grue,CAM
CG-505-ZG,Encadrement,CTTE
CD-321-ML,Service général,CTTE
DK-934-RJ,Service général,CTTE
CJ-173-MN,Benne TP,SREM
CJ-205-MN,Benne TP,SREM
CJ-002-MN,Benne TP,SREM
CJ-071-MN,Benne TP,SREM
CJ-118-MN,Benne TP,SREM
CJ-142-MN,Benne TP,SREM
CR-572-TR,Benne TP,SREM
CR-582-TR,Benne TP,SREM
CR-618-TR,Benne TP,SREM
CR-596-TR,Benne TP,SREM
CJ-242-MN,Benne TP,SREM
CJ-279-MN,Benne TP,SREM
CJ-314-MN,Benne TP,SREM
CJ-960-MM,Benne TP,SREM
CJ-339-MN,Benne TP,SREM
CF-905-MW,Benne TP,SREM
EC-490-FV,Benne TP,SREM
EC-404-FV,Benne TP,SREM
223 CHL 95,Benne TP,SREM
EC-989-FT,Benne TP,SREM
182 CLZ 95,Benne TP,SREM
862 CSH 95,Benne TP,SREM
EF-279-CC,F.M.   ZC,TRR
AS-327-QM,Inconnue,TRR
AV-859-YL,Ampliroll,TRR
DG-930-EM,Traction,TRR
DH-484-DC,Plateaux,TRR
DE-919-NR,Inconnue,REM
DK-218-TX,Tautl.  ZC,SREM
DL-718-BN,Frigo double poste,SREM
DL-926-GG,Ampliroll,CAM
BK-178-JM,Citerne PN,TRR
BK-959-JL,Citerne PN,TRR
BK-826-PG,Citerne PN,TRR
BK-751-PG,Citerne PN,TRR
BK-665-PG,Citerne déchets,TRR
BK-718-PD,Benne ferraille,TRR
BK-717-TR,Benne TP,TRR
BH-999-KM,Inconnue,TRR
BH-958-KM,Inconnue,TRR
BN-997-MS,Tautl.  ZL,TRR
BM-551-ZK,Benne ferraille,TRR
BX-757-BK,Citerne Pulvé,TRR
BX-814-BK,Tautl.  ZL,TRR
BX-924-BK,Inconnue,TRR
BX-005-BL,Tautl.  ZL,TRR
BX-087-BL,Tautl.  ZC,TRR
BL-359-FB,Benne TP,TRR
BK-499-TR,Citerne PN,TRR
BK-819-TQ,Citerne PN,TRR
BL-478-FB,Inconnue,TRR
BL-096-FB,Benne céréalière,TRR
BL-459-FD,Inconnue,TRR
BL-156-FD,F.M.   ZC,TRR
BL-365-FC,Inconnue,TRR
BL-500-FC,Benne TP,TRR
BN-776-AV,TAUT double poste,TRR
BN-348-FT,Tautl.  ZL,TRR
BN-426-FT,Inconnue,TRR
CZ-345-JR,Tautl.  ZC,FOUR
5581 VB 88,F.M.   ZL,FM
5029 RM 39,,FOUR
CC-190-GG,F.M.   ZC,SREM
CC-244-GG,F.M.   ZC,SREM
5955 TG 51,,SAV
CL-574-LG,Benne TP,BEN
CK-134-RM,Plateaux,SREM
CK-107-RM,Plateaux,SREM
CK-072-RM,Plateaux,SREM
CK-976-RL,Plateaux,SREM
BW-156-HC,F.M.   ZC,FM
BW-191-TW,F.M.   ZC,SREM
CK-277-RM,Inconnue,SREM
BW-076-HC,F.M.   ZC,SREM
BW-910-HB,F.M.   ZC,FM
CX-226-SN,Benne TP,BEN
CX-361-KJ,Benne TP,BEN
CX-040-KJ,Benne TP,BEN
2487 TG 88,,TAUT
CM-398-BW,Citerne PB,SREM
CM-337-HJ,Citerne déchets,CIT
BW-261-TW,F.M.   ZC,SREM
CN-822-AD,F.M.   ZC,SREM
CQ-094-EN,Citerne Pulvé,SREM
394 ZD 57,,PULV
CC-745-GF,Tautl.  ZL,SREM
402 ZD 57,,PULV
975 AZP 57,Benne TP,SREM
BZ-417-AK,Plateau dédié,SREM
BV-196-TQ,Tautl.  ZC,SREM
CX-034-PW,Benne TP,SREM
CC-812-FZ,Benne TP,SREM
CW-774-WV,Benne TP,SREM
6558 XW 57,,PULV
CC-386-RF,Benne TP,SREM
CC-928-FZ,Benne TP,SREM
CC-454-RF,Citerne Pulvé,PULV
CX-578-NK,Benne TP,BEN
CX-193-SN,Benne TP,SREM
32 ACY 51,TAUT dédiée,CAM
7373 VP 88,Citerne PB,TRR
7387 VP 88,Citerne PB,TRR
7384 VP 88,Citerne PN,TRR
6090 VE 88,Inconnue,TRR
CA-972-FR,,TRR
FX1918,,TRR
7160 VL 88,,TRR
6165 VK 88,,TRR
4605 VK 88,Tautl.  ZC,TRR
NO80939,,TRR
3197 VQ 88,Benne TP,TRR
2276 VN 88,,TRR
2262 VN 88,,TRR
829 VL 88,,TRR
23 ACY 51,,CAM
CZ-172-PL,Inconnue,TRR
107 AKM 51,,TRR
308 ANC 51,,TRR
9634 VE 88,Inconnue,CAM
435 VJ 88,,TRR
527 VP 88,Inconnue,TRR
531 VP 88,Inconnue,TRR
7341 VL 88,F.M.   ZL,TRR
7348 VL 88,Tautl.  ZL,TRR
7363 VL 88,Tautl.  ZL,TRR
7352 VL 88,,TRR
7365 VL 88,,TRR
7361 VL 88,Tautl.  ZL,TRR
7360 VL 88,Tautl.  ZL,TRR
7354 VL 88,Tautl.  ZC,TRR
8220 VL 88,,TRR
8219 VL 88,,TRR
8216 VL 88,Plateaux,TRR
8224 VL 88,Inconnue,TRR
8218 VL 88,F.M.   ZC,TRR
8213 VL 88,F.M.   ZC,TRR
8222 VL 88,Inconnue,TRR
AL-358-HV,,CAM
7347 VL 88,,TRR
NO89353,,TRR
DW528PA,,TRR
6482 VL 88,,TRR
936 ALT 51,Porteur dédié,CAM
994 ANP 51,TAUT double poste,TRR
429 AKQ 51,Benne TP,TRR
357 AKV 51,Benne ferraille,TRR
355 AKV 51,Benne ferraille,TRR
343 AKV 51,Benne ferraille,TRR
CZ-045-XL,Tautl.  ZL,TRR
535 VP 88,Benne TP,TRR
9919 VN 88,Tautl.  ZL,TRR
9924 VN 88,Tautl.  ZL,TRR
523 VP 88,,TRR
2532 VK 88,Benne TP,TRR
FX1924,,TRR
FX1925,Inconnue,TRR
RDE7W35,,TRR
6703 VP 88,Benne TP,TRR
8984 VP 88,,TRR
8492 VP 88,Inconnue,TRR
8967 VP 88,Citerne PN,TRR
8973 VP 88,Citerne PB,TRR
8981 VP 88,Citerne PB,TRR
CZ-997-XK,Frigo double poste,TRR
3196 VQ 88,,TRR
3195 VQ 88,Tautl.  ZL,TRR
8082 VM 88,Plateaux,TRR
692 VR 88,TAUT dédiée,TRR
8006 VR 88,Citerne déchets,TRR
8004 VR 88,Citerne déchets,TRR
7998 VR 88,Citerne PB,TRR
8010 VR 88,,TRR
8008 VR 88,,TRR
8009 VR 88,,TRR
FX1934,,TRR
AA-235-PF,Navettes,TRR
AA-187-PF,Benne TP,TRR
279 VS 88,Service général,TRR
AM-740-ES,F.M.   ZL,TRR
AM-442-ER,F.M.   ZL,TRR
AZ-130-CW,Benne TP,TRR
AY-067-YV,Benne TP,TRR
BN-959-FT,Inconnue,TRR
FX1912,Inconnue,TRR
BW-128-LA,TAUT double poste,TRR
BW-336-LA,TAUT double poste,TRR
BW-412-LA,Tautl.  ZL,TRR
BW-511-LA,Inconnue,TRR
BW-899-LB,Inconnue,TRR
BW-642-LB,Inconnue,TRR
BW-571-LB,Tautl.  ZL,TRR
BW-398-LB,TAUT double poste,TRR
FX1929,Inconnue,TRR
BC-241-YY,Traction double poste,TRR
AM-289-ED,Traction double poste,TRR
239 VQ 88,Tautl.  ZL,TRR
BT-322-KK,Tautl.  ZC,TRR
BT-009-KJ,Inconnue,TRR
BT-371-KK,Inconnue,TRR
BT-462-KK,Tautl.  ZL,TRR
BT-570-KK,Inconnue,TRR
BT-640-KK,Inconnue,TRR
BT-641-KJ,Organisation dédiée,TRR
BX-622-RE,Inconnue,TRR
BY-095-PP,Inconnue,TRR
BY-157-PP,Inconnue,TRR
BY-217-PP,Inconnue,TRR
BY-687-PQ,Inconnue,TRR
BY-637-PP,Inconnue,TRR
BY-579-PP,Inconnue,TRR
DW035PK,Inconnue,TRR
BZ-270-MW,Citerne Pulvé,TRR
DW261LR,Affectation SA,TRR
DW564PM,Inconnue,TRR
DW566PM,Inconnue,TRR
DW568PM,Affectation SA,TRR
AG-585-AV,Plateaux,TRR
241 VQ 88,Tautl.  ZL,TRR
BK-481-ZJ,Organisation dédiée,TRR
AY-041-YV,Benne TP,TRR
2289 VN 88,Benne TP,TRR
5011 RM 39,Ampliroll,REM
8984 RN 39,Ampliroll,BEN
8083 VM 88,Benne TP,BEN
4135 RT 88,,TAUT
CK-922-ML,Benne céréalière,SREM
8527 ZQ 51,,BEN
6155 WD 69,Tautl.  ZC,SAV
CQ-477-KR,Tautl.  ZC,SREM
CQ-765-PH,Tautl.  ZC,SREM
DC-700-KA,Tautl.  ZC,SREM
DP-582-FP,F.M.   ZC,SREM
CW-765-WV,Benne TP,SREM
CC-898-FZ,Benne TP,SREM
CX-443-HT,Benne TP,SREM
CC-872-FZ,Benne TP,SREM
CW-754-WV,Inconnue,BEN
5429 YP 57,Benne TP,BEN
CC-024-GA,Benne TP,SREM
CC-987-FZ,Benne TP,SREM
CC-363-RF,Benne TP,SREM
4411 VD 76,,PLAT
CM-844-QA,Tautl.  ZL,SREM
CM-932-QA,Tautl.  ZL,SAV
9929 SG 76,,FM
CC-866-TZ,Inconnue,TAUT
8475 RN 88,Navettes,TAUT
BW-329-TW,F.M.   ZC,FM
DK-234-ZA,Plateau dédié,SREM
DK-270-YY,Tautl.  ZL,SREM
BX-256-LS,Plateaux,PLAT
4697 VQ 62,,TAUT
DH-214-KY,TAUT dédiée,SREM
7132 VH 69,Tautl.  ZC,PLAT
EB-191-GZ,TAUT dédiée,SREM
126 BXY 57,,BEN
1788 RR 88,Benne TP,PLAT
AF-478-LJ,Plateaux,SREM
5333 RZ 88,Navettes,TAUT
1084 TB 88,Benne TP,BEN
1092 TB 88,Benne TP,BEN
6481 VL 88,,TRR
6479 VL 88,,TRR
4883 VN 88,F.M.   ZL,TRR
6963 VN 88,F.M.   ZL,TRR
6952 VN 88,F.M.   ZL,TRR
6961 VN 88,,TRR
6958 VN 88,,TRR
6950 VN 88,,TRR
6948 VN 88,,TRR
6946 VN 88,,TRR
FX1919OLD,,TRR
FX1920,,TRR
FX1921,,TRR
258 VQ 88,Tautl.  ZC,TRR
259 VQ 88,,TRR
AG-585-AV,Tautl.  ZL,TRR
AG-842-BH,,TRR
AG-259-CM,TAUT double poste,TRR
AK-265-AW,Inconnue,TRR
AL-987-GG,Benne TP,TRR
BA-054-LD,Inconnue,TRR
135 W 88,Inconnue,TRR
BA-595-MW,F.M.   ZC,TRR
BA-668-MY,Fourgon ZC,TRR
BA-486-MW,Organisation dédiée,TRR
BA-936-LC,Inconnue,TRR
BB-682-AP,Benne ferraille,TRR
BB-881-AP,Benne TP,TRR
BB-044-AR,Traction,TRR
BB-082-SV,Benne TP,TRR
7366 VL 88,,TRR
7371 VL 88,,TRR
835 VL 88,,TRR
BB-848-AQ,Inconnue,TRR
BB-500-AP,TAUT double poste,TRR
BC-403-CR,Inconnue,TRR
BC-102-CR,Inconnue,TRR
BC-651-CQ,Inconnue,TRR
AY-121-WL,Tautl.  ZL,TRR
AY-438-WK,Inconnue,TRR
AY-666-VT,Inconnue,TRR
AY-747-VT,Inconnue,TRR
9634 VE 88,Porteur dédié,CAM
308 ANC 51,Benne TP,TRR
435 VJ 88,Navettes,TRR
426 AKQ 51,Benne ferraille,TRR
1440 VM 88,,TRR
1437 VM 88,Tautl.  ZC,TRR
1430 VM 88,Tautl.  ZC,TRR
1441 VM 88,Tautl.  ZC,TRR
1431 VM 88,,TRR
1425 VM 88,,TRR
2258 VN 88,Citerne PB,TRR
2266 VN 88,,TRR
2273 VN 88,,TRR
2280 VN 88,,TRR
316 VQ 88,Citerne PN,TRR
323 VQ 88,Citerne PN,TRR
291 VQ 88,,TRR
283 VQ 88,,TRR
239 VQ 88,Tautl.  ZL,TRR
948 VQ 88,Inconnue,TRR
9925 VN 88,Inconnue,TRR
9928 VN 88,Benne TP,TRR
425 AKQ 51,Benne TP,TRR
BA-750-AS,Tautl.  ZC,TRR
BA-121-JN,Benne TP,TRR
BA-252-AS,Inconnue,TRR
BA-866-JM,Inconnue,TRR
PNT14025,Inconnue,TRR
PNT14024,Inconnue,TRR
BA-719-NH,TAUT dédiée,TRR
BA-124-MZ,Tautl.  ZC,TRR
BA-818-NH,Inconnue,TRR
7871 WA 26,,TRR
AN-818-FR,Inconnue,TRR
PNT14020,Inconnue,TRR
816 VL 88,Benne TP,TRR
BK-615-ZH,Inconnue,TRR
BK-421-ZJ,Inconnue,TRR
BJ-008-MR,Inconnue,TRR
BG-262-BV,Citerne pulvé double poste,TRR
BJ-172-MR,Citerne PB,TRR
BN-097-AS,Inconnue,TRR
BN-194-AG,TAUT double poste,TRR
CF-776-DG,Ampliroll,CAM
BJ-327-GQ,Inconnue,TRR
BJ-138-VM,Inconnue,TRR
BJ-345-VM,Tautl.  ZL,TRR
BJ-752-VM,Inconnue,TRR
BH-089-WJ,Benne TP,TRR
BJ-449-GQ,Inconnue,TRR
BT-127-QN,Inconnue,
FX1927,Inconnue,TRR
4623 VK 88,Benne TP,TRR
4617 VK 88,Benne TP,TRR
AY-751-JK,Inconnue,TRR
316 VQ 88,,TRR
BH-437-PX,Ampliroll,CAM
CL-058-DH,Tautl.  ZC,TRR
CL-066-DH,Tautl.  ZL,TRR
CL-079-DH,F.M.   ZC,TRR
CL-618-DK,Citerne PN,TRR
CL-629-DK,Inconnue,TRR
CL-632-DK,Plateaux,TRR
CL-641-DK,F.M.   ZC,TRR
CL-652-DK,F.M.   ZC,TRR
CZ-768-LJ,Pré-chargement,TRR
CN-971-MV,F.M.   ZC,TRR
1571 VK 88,,TRR
BL-882-CH,Inconnue,TRR
BZ-373-AG,Inconnue,TRR
BZ-931-AL,Inconnue,TRR
CX-972-KH,Benne TP,BEN
CX-261-PW,Benne TP,SREM
BY-460-DH,Plateaux,TAUT
6153 WD 69,,SAV
CZ-315-VN,Plateau dédié,SREM
6397 TG 88,,PLAT
7170 TG 88,Benne TP,BEN
BW-432-HC,F.M.   ZC,SREM
CW-741-WV,Benne TP,SREM
CW-722-WV,Inconnue,BEN
CC-023-GG,F.M.   ZL,SREM
CC-646-GF,F.M.   ZL,SREM
CK-752-ML,Benne TP,SREM
BY-198-NL,F.M.   ZC,SREM
5565 TF 88,TAUT dédiée,SREM
CN-940-QS,Plateaux,PLAT
CA-443-SY,Plateau dédié,SREM
CF-431-RM,Tautl.  ZC,TAUT
CN-129-QV,Plateaux,SREM
CC-885-GF,F.M.   ZL,SREM
CF-635-XK,Citerne PB,SREM
AS-015-PT,Benne TP,BEN
8664 TC 88,Benne TP,BEN
20 TD 88,Inconnue,FM
CV-051-MX,F.M.   ZC,FM
CH-013-JQ,Citerne PB,SREM
4688 VQ 62,,TAUT
CM-127-QA,F.M.   ZC,SREM
CQ-560-PE,Tautl.  ZC,SREM
CQ-524-PE,Tautl.  ZC,PLAT
CF-217-XH,Citerne PN,SREM
CG-749-GK,Citerne PB,SREM
BZ-109-DK,Navettes,TAUT
BZ-168-DK,Plateaux,SREM
BE-608-WV,Navettes,TAUT
BY-438-DJ,Plateaux,SREM
BY-664-DH,Plateaux,TAUT
BY-285-DG,Navettes,SREM
BY-534-DH,Navettes,TAUT
BC-280-CQ,Inconnue,TRR
BC-257-CT,Tautl.  ZL,TRR
BC-070-CS,F.M.   ZC,TRR
1166 VM 88,F.M.   ZL,TRR
7246 VR 88,Tautl.  ZC,TRR
7252 VR 88,Tautl.  ZL,TRR
7248 VR 88,Tautl.  ZL,TRR
7245 VR 88,Tautl.  ZL,TRR
7250 VR 88,,TRR
7247 VR 88,,TRR
FX1933,,TRR
FX1932,,TRR
FX1931,,TRR
AC-020-TS,,TRR
AC-625-TS,,TRR
AL-757-GG,,TRR
AL-614-GG,,TRR
416 VQ 88,Inconnue,TRR
DG-281-QW,Inconnue,TRR
947 VQ 88,,TRR
5016 VQ 88,Inconnue,TRR
5042 VQ 88,Inconnue,TRR
692 VR 88,,TRR
536 VP 88,Benne TP,TRR
331 AMZ 44,,TRR
6471 VL 88,,TRR
6465 VL 88,,TRR
6464 VL 88,,TRR
6463 VL 88,,TRR
6461 VL 88,,TRR
6762 VL 88,Tautl.  ZC,TRR
6764 VL 88,,TRR
6767 VL 88,Tautl.  ZC,TRR
6772 VL 88,,TRR
6774 VL 88,Tautl.  ZC,TRR
